occurrenceID,eventID.quadrat,eventDate,country,locality,site,strata,pictureID.x,replicateID,scientificName,abundance,pictureID.y,Cover,AphiaID,Match type,LSID,ScientificName_1,AphiaID_accepted,ScientificName_accepted,rank,occurrenceStatus
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010-00037,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,HIGHTIDE,DSCN8738,10,Mytilus edulis platensis,4,NA,NA,718572,exact,urn:lsid:marinespecies.org:taxname:718572,Mytilus edulis platensis,506158,Mytilus platensis,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010-00038,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,HIGHTIDE,DSCN8738,10,Siphonaria lessoni,3,NA,NA,533427,phonetic,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,533427,Siphonaria lessonii,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010-00039,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,HIGHTIDE,NA,10,Bare rock,NA,DSCN8738,78,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010-00040,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_HIGHTIDE_R010,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,HIGHTIDE,NA,10,Ulva prolifera,NA,DSCN8738,22,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00041,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Bare rock,NA,DSCN8682,28,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00042,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Without Substrate,NA,DSCN8682,2,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00043,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Cladophora sp.,NA,DSCN8682,1,143996,exact,urn:lsid:marinespecies.org:taxname:143996,Cladophora,143996,Cladophora,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00044,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Corallina officinalis,NA,DSCN8682,43,145108,exact,urn:lsid:marinespecies.org:taxname:145108,Corallina officinalis,145108,Corallina officinalis,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00045,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Polysiphonia sp.,NA,DSCN8682,8,143853,exact,urn:lsid:marinespecies.org:taxname:143853,Polysiphonia,143853,Polysiphonia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00046,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Corallinophycidae,NA,DSCN8682,2,368687,exact,urn:lsid:marinespecies.org:taxname:368687,Corallinophycidae,368687,Corallinophycidae,Subclass,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00047,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Polychaeta,NA,DSCN8682,2,883,exact,urn:lsid:marinespecies.org:taxname:883,Polychaeta,883,Polychaeta,Class,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001-00048,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R001,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,1,Ulva sp.,NA,DSCN8682,14,144296,exact,urn:lsid:marinespecies.org:taxname:144296,Ulva,144296,Ulva,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00049,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Bare rock,NA,DSCN8683,69,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00050,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Without Substrate,NA,DSCN8683,2,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00051,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Cladophora sp.,NA,DSCN8683,1,143996,exact,urn:lsid:marinespecies.org:taxname:143996,Cladophora,143996,Cladophora,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00052,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Corallina officinalis,NA,DSCN8683,5,145108,exact,urn:lsid:marinespecies.org:taxname:145108,Corallina officinalis,145108,Corallina officinalis,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00053,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Ulva prolifera,NA,DSCN8683,3,234476,exact,urn:lsid:marinespecies.org:taxname:234476,Ulva prolifera,234476,Ulva prolifera,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00054,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Polysiphonia sp.,NA,DSCN8683,2,143853,exact,urn:lsid:marinespecies.org:taxname:143853,Polysiphonia,143853,Polysiphonia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00055,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Scytosiphon sp.,NA,DSCN8683,1,144259,exact,urn:lsid:marinespecies.org:taxname:144259,Scytosiphon,144259,Scytosiphon,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00056,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Polychaeta,NA,DSCN8683,8,883,exact,urn:lsid:marinespecies.org:taxname:883,Polychaeta,883,Polychaeta,Class,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002-00057,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R002,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,2,Ulva sp.,NA,DSCN8683,9,144296,exact,urn:lsid:marinespecies.org:taxname:144296,Ulva,144296,Ulva,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003-00058,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,3,Bare rock,NA,DSCN8684,55,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003-00059,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,3,Without Substrate,NA,DSCN8684,7,NA,NA,NA,NA,NA,NA,NA,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003-00060,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,3,Corallina officinalis,NA,DSCN8684,22,145108,exact,urn:lsid:marinespecies.org:taxname:145108,Corallina officinalis,145108,Corallina officinalis,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003-00061,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,3,Polysiphonia sp.,NA,DSCN8684,2,143853,exact,urn:lsid:marinespecies.org:taxname:143853,Polysiphonia,143853,Polysiphonia,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003-00062,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,3,Scytosiphon sp.,NA,DSCN8684,2,144259,exact,urn:lsid:marinespecies.org:taxname:144259,Scytosiphon,144259,Scytosiphon,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003-00063,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,3,Ulva sp.,NA,DSCN8684,12,144296,exact,urn:lsid:marinespecies.org:taxname:144296,Ulva,144296,Ulva,Genus,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004-00064,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,DSCN8685,4,Tegula patagonica,1,NA,NA,533470,exact,urn:lsid:marinespecies.org:taxname:533470,Tegula patagonica,533470,Tegula patagonica,Species,present
ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004-00065,ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004,2018-11-05,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,NA,4,Bare rock,NA,DSCN8685,57,NA,NA,NA,NA,NA,NA,NA,present
